PARENTNAME,OWNER_NAME,OPER_NAME,PLANT_NAME,PHYS_CITY,P_COUNTY,UNIT_STATE,P_ST_NAME,P_COUNTRY,MARKET_REG,WORLD_REG,IND_CODE_DESC,SIC_CODE,PLANT_ID,UNIT_NAME,UNIT_ID,UNIT_TYPE,OUT_DESIGN,KO_DATE,STARTUP,STARTYEAR,SHUTDOWN,PRIM_FUEL,SECND_FUEL,FUEL_GROUP,HEAT_RATE,PWR_USAGE,U_STATUS,BOIL_NAME,BOILERTYPE,BMFR_NAME,BOIL_INFO,STEAM,STEAM_UOM,STEAM_TON,PRESSURE,PRES_UOM,PRES_BAR,TEMP,TEMP_UOM,TEMP_CEL,DESIGNFIRM,CONSTFIRM,MMBTU_HR,KO_YEAR,LATITUDE,LONGITUDE,COGEN_CHP
Forsite Development Incorporated,Forsite Development Incorporated,Forsite Development Incorporated,Justin R Whiting Power Station,Erie,Monroe,MI,Michigan,U.S.A.,Great Lakes,North America,Power,4911,1012231,Justin R Whiting 02,1004297,Steam Turbine,100,,1-Dec-52,1952,15-Apr-16,Coal Subbituminous,Coal Bituminous,Coal,9993,Base Load,Closed,Boiler 02,Dry Bottom Boiler,Babcock & Wilcox,PC Front-Fired LNB ESP-CS FGC,690000,lbs/hr,345,1450,PSIG,100,1000,deg F,538,,,1067,,41.794829,-83.445305,0
"The City of Austin, Texas",Austin Energy,Austin Energy,Holly Street Power Station,Austin,Travis,TX,Texas,U.S.A.,Southwest,North America,Power,4911,1015510,Holly Street 01,1008165,Steam Turbine,100,,1-Nov-60,1960,1-Oct-04,Natural Gas,Fuel Oil No. 2 Distillate Diesel,Natural Gas,11167,Peak Load,Removed,Boiler 01,Dry Bottom Boiler,GE ALSTOM Combustion Engineering Heritage,Tangential-Fired LEA,800000,lbs/hr,400,1450,PSIG,100,1000,deg F,538,Brown & Root,H.B. Zachry,,,30.250539,-97.719789,0
Great River Energy (GRE),Great River Energy (GRE),Great River Energy (GRE),Spiritwood Station CHP,Spiritwood,Stutsman,ND,North Dakota,U.S.A.,Midwest,North America,Power,4911,1070631,Spiritwood 01,1041545,Steam Turbine,99,1-Oct-07,15-Nov-11,2011,,Coal Lignite,Coal Subbituminous,Coal,,Base Load,Operational,CFB 01,Fluidized Bed Boiler,Babcock & Wilcox,IR-CFB BAG-PJ FGD-DS SNCR MC,805000,lbs/hr,402.5,1780,PSIG,123,1006,deg F,541,Babcock & Wilcox,Babcock & Wilcox,,2007,46.925784,-98.499793,1
Touchstone Energy Cooperative,Sunflower Electric Power Corporation,Sunflower Electric Power Corporation,Great Bend Power Station,Great Bend,Barton,KS,Kansas,U.S.A.,Midwest,North America,Power,4911,1520243,Great Bend 03,1005984,Steam Turbine,98,,1-Jun-63,1963,,Natural Gas,,Natural Gas,10508,Peak Load,Operational,Boiler 03,Dry Bottom Boiler,GE ALSTOM Combustion Engineering Heritage,"Tangential-Fired (LNB, OFA)",650000,lbs/hr,325,1800,PSIG,124,1000,deg F,538,Black & Veatch,,,,38.40988,-98.869455,0
Northern Star Generation LLC,Cambria Cogen Company,Cambria Cogen Company,Cambria Cogen,Ebensburg,Cambria,PA,Pennsylvania,U.S.A.,Northeast,North America,Power,4931,1010719,Cambria 01,1011977,Steam Turbine,98,,1-Mar-91,1991,7-Jun-19,Coal Waste,Natural Gas,Coal,11557,Base Load,Closed,CFB 02,Fluidized Bed Boiler,Sumitomo FW,Pyroflow SNCR BAG,395000,lbs/hr,197.5,1550,PSIG,107,955,deg F,513,,,,,40.47472,-78.70194,1
Xcel Energy Incorporated,Southwestern Public Service Company,Southwestern Public Service Company,Plant X Power Station,Earth,Lamb,TX,Texas,U.S.A.,Southwest,North America,Power,4911,1003399,Plant X 03,1008530,Steam Turbine,98,,1-Jun-55,1955,31-Dec-24,Natural Gas,Fuel Oil No. 2 Distillate Diesel,Natural Gas,11145,Intermediate Load,Operational,Boiler 03,Watertube Boiler,GE ALSTOM Combustion Engineering Heritage,Tangential-Fired SN:17623,800000,lbs/hr,400,1450,PSIG,100,1000,deg F,538,,,,,34.1661,-102.4114,0
Ameren Corporation,Ameren Missouri,Ameren Missouri,Venice Power Station,Venice,Madison,IL,Illinois,U.S.A.,Great Lakes,North America,Power,4911,1034584,Venice 03,1008952,Steam Turbine,98,,1-Jun-48,1948,1-Dec-02,Fuel Oil No. 2 Distillate Diesel,Natural Gas,Fuel Oil,24542,Peak Load,Removed,Boiler 05,Watertube Boiler,GE ALSTOM Combustion Engineering Heritage,Front-Fired LEA,360000,lbs/hr,180,,PSIG,,,deg F,,,,,,38.6642,-90.1764,0
Ameren Corporation,Ameren Missouri,Ameren Missouri,Venice Power Station,Venice,Madison,IL,Illinois,U.S.A.,Great Lakes,North America,Power,4911,1034584,Venice 05,1008954,Steam Turbine,98,,1-Sep-50,1950,1-Dec-02,Fuel Oil No. 2 Distillate Diesel,,Fuel Oil,24542,Peak Load,Removed,Boiler 07,Watertube Boiler,Babcock & Wilcox,Vertical-Fired LEA,900000,lbs/hr,450,,PSIG,,,deg F,,,,,,38.6642,-90.1764,0
Ameren Corporation,Ameren Missouri,Ameren Missouri,Venice Power Station,Venice,Madison,IL,Illinois,U.S.A.,Great Lakes,North America,Power,4911,1034584,Venice 04,1008953,Steam Turbine,98,,1-Jun-48,1948,1-Dec-02,Fuel Oil No. 2 Distillate Diesel,Natural Gas,Fuel Oil,24542,Peak Load,Removed,Boiler 06,Watertube Boiler,GE ALSTOM Combustion Engineering Heritage,Front-Fired LEA,360000,lbs/hr,180,,PSIG,,,deg F,,,,,,38.6642,-90.1764,0
Xcel Energy Incorporated,Southwestern Public Service Company,Southwestern Public Service Company,Plant X Power Station,Earth,Lamb,TX,Texas,U.S.A.,Southwest,North America,Power,4911,1003399,Plant X 02,1008529,Steam Turbine,98,,1-Aug-53,1953,31-Dec-24,Natural Gas,Fuel Oil No. 2 Distillate Diesel,Natural Gas,11145,Intermediate Load,Operational,Boiler 02,Watertube Boiler,GE ALSTOM Combustion Engineering Heritage,Tangential-Fired SN:10895,950000,lbs/hr,475,1350,PSIG,93,950,deg F,510,,,,,34.1661,-102.4114,0
Touchstone Energy Cooperative,Sunflower Electric Power Corporation,Sunflower Electric Power Corporation,Garden City Power Station,Garden City,Finney,KS,Kansas,U.S.A.,Midwest,North America,Power,4911,1520874,Garden City S2 ST,1006588,Steam Turbine,98,,1-Mar-73,1973,,Natural Gas,,Natural Gas,10209,Peak Load,Operational,Boiler S2,Watertube Boiler,GE ALSTOM Combustion Engineering Heritage,Tangential-Fired,615000,lbs/hr,307.5,2200,PSIG,152,,deg F,,,,680,,37.9703,-100.8956,0
Northern Star Generation LLC,Cambria Cogen Company,Cambria Cogen Company,Cambria Cogen,Ebensburg,Cambria,PA,Pennsylvania,U.S.A.,Northeast,North America,Power,4931,1010719,Cambria 01,1011977,Steam Turbine,98,,1-Mar-91,1991,7-Jun-19,Coal Waste,Natural Gas,Coal,11557,Base Load,Closed,CFB 01,Fluidized Bed Boiler,Sumitomo FW,Pyroflow SNCR BAG,395000,lbs/hr,197.5,1550,PSIG,107,955,deg F,513,,,,,40.47472,-78.70194,1
"GenOn Energy, Incorporated","GenOn Energy, Incorporated","GenOn Energy, Incorporated",New Castle Power Station,West Pittsburg,Lawrence,PA,Pennsylvania,U.S.A.,Northeast,North America,Power,4931,1015581,New Castle 03,1005962,Steam Turbine,97.8,,1-Oct-52,1952,,Natural Gas,,Natural Gas,10375,Peak Load,Operational,Boiler 03,Dry Bottom Boiler,Babcock & Wilcox,PC Front-Fired LNB OFA,690000,lbs/hr,345,1450,PSIG,100,1000,deg F,538,,,,,40.937227,-80.369162,0
Manitoba Hydro,Manitoba Hydro,Manitoba Hydro,Brandon Generating Station,Brandon,Division No. 7,MB,Manitoba,Canada,Western Canada,North America,Power,4911,2002860,Brandon 05,1024346,Steam Turbine,97,,1-Jan-69,1969,31-Dec-19,Coal Subbituminous,Natural Gas,Coal,,Intermediate Load,Closed,Boiler 05,Dry Bottom Boiler,Babcock & Wilcox,PC Front-Fired 12Burners (ESP 1996) (PRB Switch 1997),875000,lbs/hr,437.5,1250,PSIG,86,950,deg F,510,,,,,49.844865,-99.890074,0
"American Bituminous Power Partners, LP","American Bituminous Power Partners, LP","American Bituminous Power Partners, LP",Grant Town Power Station,Grant Town,Marion,WV,West Virginia,U.S.A.,Mid Atlantic,North America,Power,4931,1012623,Grant Town 01,1012081,Steam Turbine,96,,1-Jul-92,1992,,Coal Waste,Natural Gas,Coal,11590,Base Load,Operational,CFB 01,Fluidized Bed Boiler,Sumitomo FW,FGD-DS BAG Ahlstom Pyropower,400000,lbs/hr,200,1365,PSIG,94,955,deg F,513,Bibb & Associates,Fru-Con Construction Corporation,552,,39.561831,-80.163138,0
"American Bituminous Power Partners, LP","American Bituminous Power Partners, LP","American Bituminous Power Partners, LP",Grant Town Power Station,Grant Town,Marion,WV,West Virginia,U.S.A.,Mid Atlantic,North America,Power,4931,1012623,Grant Town 01,1012081,Steam Turbine,96,,1-Jul-92,1992,,Coal Waste,Natural Gas,Coal,11590,Base Load,Operational,CFB 02,Fluidized Bed Boiler,Sumitomo FW,Ahlstom Pyropower FGD-DS BAG,400000,lbs/hr,200,1365,PSIG,94,955,deg F,513,Bibb & Associates,Fru-Con Construction Corporation,552,,39.561831,-80.163138,0
NRG Energy Incorporated,NRG Dunkirk Power LLC,NRG Dunkirk Power LLC,Dunkirk Generating Station,Dunkirk,Chautauqua,NY,New York,U.S.A.,Northeast,North America,Power,4931,1011588,Dunkirk 01,1005747,Steam Turbine,96,,1-Nov-50,1950,31-May-13,Coal Subbituminous,Coal Bituminous,Coal,10630,Peak Load,Mothballed,Boiler 01,Dry Bottom Boiler,GE ALSTOM Combustion Engineering Heritage,PC Tangentially-Fired LNB ESP-HS ACIS BAG FGD-DS,670000,lbs/hr,335,1450,PSIG,100,1000,deg F,538,,,922,,42.491483,-79.346905,0
Black Hills Corporation,Black Hills Corporation,Black Hills Corporation,Wygen II Power Station,Gillette,Campbell,WY,Wyoming,U.S.A.,Rocky Mountains,North America,Power,4911,1054260,Wygen II 01,1017584,Steam Turbine,95,18-Aug-05,15-Jan-08,2008,,Coal Subbituminous,Natural Gas,Coal,11210,Base Load,Operational,Wygen II,Watertube Boiler,Babcock & Wilcox,PC SCR BAG FGD-DS,,lbs/hr,,,PSIG,,,deg F,,Black & Veatch Pritchard,Babcock & Wilcox,,2005,44.288731,-105.385078,0
Taunton Municipal Lighting Plant,Taunton Municipal Lighting Plant,Taunton Municipal Lighting Plant,Cleary-Flood Generating Station,Taunton,Bristol,MA,Massachusetts,U.S.A.,New England,North America,Power,4911,1522731,B F Cleary 09 ST,1007966,Combined Cycle Steam Turbine Supplementary Firing,95,,1-Dec-75,1975,,Combined Cycle Waste Heat,Natural Gas,Natural Gas,8832,Peak Load,Operational,Boiler 9A,Watertube Boiler,Cleaver-Brooks,NB 29700 WT 600X-62,38000,lbs/hr,19,,PSIG,,,deg F,,,,,,41.865833,-71.106111,0
Taunton Municipal Lighting Plant,Taunton Municipal Lighting Plant,Taunton Municipal Lighting Plant,Cleary-Flood Generating Station,Taunton,Bristol,MA,Massachusetts,U.S.A.,New England,North America,Power,4911,1522731,B F Cleary 09 ST,1007966,Combined Cycle Steam Turbine Supplementary Firing,95,,1-Dec-75,1975,,Combined Cycle Waste Heat,Natural Gas,Natural Gas,8832,Peak Load,Operational,Boiler 09,Watertube Boiler,Riley Stoker Corporation,Front-Fired LEA OFA Model No. ISR-22,557000,lbs/hr,278.5,1875,PSIG,129,1005,deg F,541,,,,,41.865833,-71.106111,0
American Electric Power Company Incorporated,Public Service Company of Oklahoma,Public Service Company of Oklahoma,Tulsa Power Station,Tulsa,Tulsa,OK,Oklahoma,U.S.A.,Southwest,North America,Power,4911,1521709,Tulsa 03,1019644,Steam Turbine,95,,1-Jan-48,1948,1-Feb-12,Natural Gas,Fuel Oil No. 2 Distillate Diesel,Natural Gas,14050,Peak Load,Closed,Boiler 03,Watertube Boiler,Babcock & Wilcox,Front-Fired,885000,lbs/hr,442.5,,PSIG,,,deg F,,,,,,36.116732,-95.991475,0
Q Power LLC,Scrubgrass Reclamation Company LP,Scrubgrass Reclamation Company LP,Scrubgrass Generating Plant,Kennerdell,Venango,PA,Pennsylvania,U.S.A.,Northeast,North America,Power,4931,1025625,Scrubgrass 01,1011261,Steam Turbine,94.8,,1-Jun-93,1993,,Coal Waste,Coal Subbituminous,Coal,11362,Intermediate Load,Operational,CFB 02,Fluidized Bed Boiler,Tampella,SNCR BAG,390000,lbs/hr,195,1310,PSIG,90,955,deg F,513,Bechtel Corporation,,,,41.2691,-79.8134,0
Q Power LLC,Scrubgrass Reclamation Company LP,Scrubgrass Reclamation Company LP,Scrubgrass Generating Plant,Kennerdell,Venango,PA,Pennsylvania,U.S.A.,Northeast,North America,Power,4931,1025625,Scrubgrass 01,1011261,Steam Turbine,94.8,,1-Jun-93,1993,,Coal Waste,Coal Subbituminous,Coal,11362,Intermediate Load,Operational,CFB 01,Fluidized Bed Boiler,Tampella,SNCR BAG,390000,lbs/hr,195,1310,PSIG,90,955,deg F,513,Bechtel Corporation,,,,41.2691,-79.8134,0
Fortistar LLC,Cokenergy LLC,Cokenergy LLC,Heat Recovery Coke Facility Cogen (Cokeenergy),East Chicago,Lake,IN,Indiana,U.S.A.,Great Lakes,North America,Power,4931,1030965,Cokenergy 18 WHB,1011877,Steam Turbine,94.6,,1-Apr-98,1998,,Industrial Waste Heat,Natural Gas,Renewable Energy,,Base Load,Operational,16 HRSG's,Heat Recovery Steam Generator (HRSG),Nooter/Eriksen,FGD-DS BAG,930000,lbs/hr,465,850,PSIG,59,760,deg F,404,Duke/Fluor Daniel,Duke/Fluor Daniel,,,41.6789,-87.42,1
"Olympus Holdings, LLC","Panther Creek Power Operating Service, LLC.","Panther Creek Power Operating Service, LLC.",Panther Creek Energy Facility,Nesquehoning,Carbon,PA,Pennsylvania,U.S.A.,Northeast,North America,Power,4931,1011026,Panther Creek 01,1012145,Steam Turbine,94,,1-Jul-92,1992,,Coal Waste,Fuel Oil No. 2 Distillate Diesel,Coal,10691,Peak Load,Operational,CFB 02,Fluidized Bed Boiler,Sumitomo FW,Pyropower SNCR OFA BAG FGD-DS,800000,lbs/hr,400,1500,PSIG,103,955,deg F,513,,,,,40.8556,-75.8781,0
"Olympus Holdings, LLC","Panther Creek Power Operating Service, LLC.","Panther Creek Power Operating Service, LLC.",Panther Creek Energy Facility,Nesquehoning,Carbon,PA,Pennsylvania,U.S.A.,Northeast,North America,Power,4931,1011026,Panther Creek 01,1012145,Steam Turbine,94,,1-Jul-92,1992,,Coal Waste,Fuel Oil No. 2 Distillate Diesel,Coal,10691,Peak Load,Operational,CFB 01,Fluidized Bed Boiler,Sumitomo FW,Pyropower SNCR OFA BAG FGD-DS,800000,lbs/hr,400,1500,PSIG,103,955,deg F,513,,,,,40.8556,-75.8781,0
Southern Company,Georgia Power Company,Georgia Power Company,McManus Power Station,Brunswick,Glynn,GA,Georgia,U.S.A.,Southeast,North America,Power,4911,1515214,McManus 02,1004543,Steam Turbine,93.8,,1-Jun-59,1959,16-Apr-15,Fuel Oil No. 6 Residual,Fuel Oil No. 2 Distillate Diesel,Fuel Oil,10150,Peak Load,Closed,Boiler 02,Wet Bottom Boiler,Babcock & Wilcox,Front-Fired,580000,lbs/hr,290,1800,PSIG,124,950,deg F,510,,,,,31.213362,-81.54615,0
NextEra Energy Incorporated,Florida Power & Light Company,Florida Power & Light Company,Gulf Clean Energy Center,Pensacola,Escambia,FL,Florida,U.S.A.,Southeast,North America,Power,4911,1505928,Gulf Clean Energy 05,1006851,Steam Turbine,93.7,,1-Jun-61,1961,,Natural Gas,,Natural Gas,10700,Peak Load,Operational,Boiler 05,Dry Bottom Boiler,GE ALSTOM Combustion Engineering Heritage,PC Tangentially-Fired ESP-CS FGD-WS SNCR,582000,lbs/hr,291,1800,PSIG,124,1000,deg F,538,,,,,30.5661,-87.2244,0
NextEra Energy Incorporated,Florida Power & Light Company,Florida Power & Light Company,Gulf Clean Energy Center,Pensacola,Escambia,FL,Florida,U.S.A.,Southeast,North America,Power,4911,1505928,Gulf Clean Energy 04,1006850,Steam Turbine,93.7,,1-Jul-59,1959,,Natural Gas,,Natural Gas,10300,Peak Load,Operational,Boiler 04,Dry Bottom Boiler,GE ALSTOM Combustion Engineering Heritage,PC Tangentially-Fired ESP-CS FGD-WS SNCR,582000,lbs/hr,291,1800,PSIG,124,1000,deg F,538,,,,,30.5661,-87.2244,0
NRG Energy Incorporated,NRG Energy Incorporated,Consolidated Asset Management Services - CAMS,Oswego Harbor Power Station,Oswego,Oswego,NY,New York,U.S.A.,Northeast,North America,Power,4931,1510555,Oswego Harbor 03,1006797,Steam Turbine,92,,1-Dec-48,1948,1-Dec-97,Natural Gas,,Natural Gas,12724,Peak Load,Closed,Boiler 03,Dry Bottom Boiler,Babcock & Wilcox,Front-Fired MC,875000,lbs/hr,437.5,1250,PSIG,86,900,deg F,482,,,,,43.4586,-76.5319,0
NRG Energy Incorporated,Huntley Power LLC,NRG Huntley Operations Inc,Charles R Huntley Power Station,Tonawanda,Erie,NY,New York,U.S.A.,Northeast,North America,Power,4931,1016833,Huntley 63,1005611,Steam Turbine,92,,1-Aug-42,1942,31-Dec-05,Coal Bituminous,,Coal,11938,Peak Load,Closed,Boiler 63,Wet Bottom Boiler,Babcock & Wilcox,Vertical-Fired ESP-CS,900000,lbs/hr,450,1500,PSIG,103,1000,deg F,538,,,1028,,42.97042,-78.93228,0
Calpine Corporation,Calpine Corporation,Calpine Corporation,Deepwater Energy Center,Pennsville,Salem,NJ,New Jersey,U.S.A.,Northeast,North America,Power,4931,1512564,Deepwater 06,1004161,Steam Turbine,91.9,,1-Dec-54,1954,31-May-14,Natural Gas,Fuel Oil No. 6 Residual,Natural Gas,10300,Base Load,Closed,Boiler 08,Dry Bottom Boiler,Babcock & Wilcox,PC Front-Fired LNB BAG,690000,lbs/hr,345,1650,PSIG,114,1000,deg F,538,,,,,39.684173,-75.50832,0
City of Fremont,Fremont Department of Utilities,Fremont Department of Utilities,Lon D Wright Power Station,Fremont,Dodge,NE,Nebraska,U.S.A.,Midwest,North America,Power,4911,1017328,Lon D Wright 08,1008664,Steam Turbine,91.5,,1-Oct-76,1976,,Coal Subbituminous,Natural Gas,Coal,11225,Base Load,Operational,Boiler 08,Dry Bottom Boiler,Babcock & Wilcox,PC Front-Fired LNB ESP-HS BAG SDA ACIS (Honeywell DCS) (Chem Tech ACI-11/2014),675000,lbs/hr,337.5,2275,PSIG,157,1005,deg F,541,,,,,41.427745,-96.462293,0
Hawaiian Electric Industries Incorporated (HEI),Hawaiian Electric Company Incorporated (HECO),Hawaiian Electric Company Incorporated (HECO),Kahe Generating Station,Kekaha,Kauai,HI,Hawaii,U.S.A.,West Coast,North America,Power,4911,1060593,Kahe 04,1029896,Steam Turbine,91,,1-Jun-72,1972,,Fuel Oil No. 6 Residual,,Fuel Oil,10574,Base Load,Operational,Boiler 04,Watertube Boiler,GE ALSTOM Combustion Engineering Heritage,Tangential-Fired,610000,lbs/hr,305,1800,PSIG,124,1000,deg F,538,,,,,21.356395,-158.128853,0
"City of Springfield, Illinois",Springfield City Water Light & Power,Springfield City Water Light & Power,Dallman Power Station,Springfield,Sangamon,IL,Illinois,U.S.A.,Great Lakes,North America,Power,4911,1000240,Dallman 32,1006686,Steam Turbine,90.2,,1-Jun-72,1972,31-Dec-20,Coal Bituminous,Fuel Oil No. 2 Distillate Diesel,Coal,11225,Peak Load,Closed,Boiler 32,Wet Bottom Boiler,GE ALSTOM Combustion Engineering Heritage,Cyclone-Fired ESP-CS (31-32 FGD-WS 200106) (SCR Shared),690000,lbs/hr,345,1550,PSIG,107,950,deg F,510,,,882,,39.755,-89.603056,0
"City of Springfield, Illinois",Springfield City Water Light & Power,Springfield City Water Light & Power,Dallman Power Station,Springfield,Sangamon,IL,Illinois,U.S.A.,Great Lakes,North America,Power,4911,1000240,Dallman 31,1006682,Steam Turbine,90.2,,1-Jun-68,1968,31-Dec-20,Coal Bituminous,Fuel Oil No. 2 Distillate Diesel,Coal,11225,Intermediate Load,Closed,Boiler 31,Wet Bottom Boiler,GE ALSTOM Combustion Engineering Heritage,Cyclone-Fired ESP-CS (31-32 FGD-WS 200106) (SCR Shared),690000,lbs/hr,345,1550,PSIG,107,950,deg F,510,,,882,,39.755,-89.603056,0
Covanta Holding Corporation,Covanta Energy Corporation,Covanta Energy Corporation,Delaware Valley Resource Recovery,Chester,Delaware,PA,Pennsylvania,U.S.A.,Northeast,North America,Power,4931,1036007,Delaware Valley 01,1013756,Steam Turbine,90,,1-Oct-91,1991,,Waste (solid/sludge),Natural Gas,Renewable Energy,15027,Base Load,Operational,Boiler 03,Incinerator/Mass Burn Boiler,Keeler-Dorr-Oliver,BAG FGD-DS O'Connor Rotary Comb 448 T/d,140000,lbs/hr,70,690,PSIG,48,800,deg F,427,,,,,39.826617,-75.388112,0
WEC Energy Group,We Energies,We Energies,Presque Isle Power Station,Marquette,Marquette,MI,Michigan,U.S.A.,Great Lakes,North America,Power,4911,1518863,Presque Isle 09,1005410,Steam Turbine,90,,1-Aug-79,1979,30-Mar-19,Coal Subbituminous,Petroleum Coke,Coal,11443,Base Load,Removed,Boiler 09,Dry Bottom Boiler,Riley Stoker Corporation,PC Opposed-Fired OFA LNB ESP-HS TOXECON BAG ACIS-PAC (FGD-DS DSI BOFA- 2016),615000,lbs/hr,307.5,1625,PSIG,112,1005,deg F,541,Stone & Webster,,1010,,46.579223,-87.396124,0
WEC Energy Group,We Energies,We Energies,Presque Isle Power Station,Marquette,Marquette,MI,Michigan,U.S.A.,Great Lakes,North America,Power,4911,1518863,Presque Isle 06,1005407,Steam Turbine,90,,1-Apr-75,1975,30-Mar-19,Coal Bituminous,Petroleum Coke,Coal,11443,Base Load,Removed,Boiler 06,Dry Bottom Boiler,Riley Stoker Corporation,PC Front-Fired (OFA LNB 2002) ESP-CS (FGC BAG 2005) (FGD-DS-SDA ACIS-PAC LNB BOFA-2015),615000,lbs/hr,307.5,1625,PSIG,112,1005,deg F,541,Stone & Webster,,995,,46.579223,-87.396124,0
WEC Energy Group,We Energies,We Energies,Presque Isle Power Station,Marquette,Marquette,MI,Michigan,U.S.A.,Great Lakes,North America,Power,4911,1518863,Presque Isle 08,1005409,Steam Turbine,90,,1-Nov-78,1978,30-Mar-19,Coal Subbituminous,Petroleum Coke,Coal,11443,Base Load,Removed,Boiler 08,Dry Bottom Boiler,Riley Stoker Corporation,PC Opposed-Fired OFA LNB ESP-HS TEXECON BAG ACIS-PAC (FGD-DS-DSI BOFA- 2016),615000,lbs/hr,307.5,1625,PSIG,112,1005,deg F,541,Stone & Webster,,1010,,46.579223,-87.396124,0
WEC Energy Group,We Energies,We Energies,Presque Isle Power Station,Marquette,Marquette,MI,Michigan,U.S.A.,Great Lakes,North America,Power,4911,1518863,Presque Isle 05,1005406,Steam Turbine,90,,1-Dec-74,1974,30-Mar-19,Coal Bituminous,Fuel Oil No. 2 Distillate Diesel,Coal,11443,Base Load,Removed,Boiler 05,Dry Bottom Boiler,Riley Stoker Corporation,PC Front-Fired (OFA LNB 2002) (ESP-CS BAG 2005) (FGD-DS SDA ACIS-PAC LNB BOFA-2015),615000,lbs/hr,307.5,1625,PSIG,112,1005,deg F,541,Stone & Webster,,995,,46.579223,-87.396124,0
Evergy Incorporated,Kansas City Power & Light Company,Kansas City Power & Light Company,Lake Road Generating Station,Saint Joseph,Buchanan,MO,Missouri,U.S.A.,Midwest,North America,Power,4911,1017010,Lake Road 04,1005419,Steam Turbine,90,,1-Aug-66,1966,31-Dec-30,Coal Subbituminous,Coal Bituminous,Coal,11140,Peak Load,Operational,Boiler 05,Dry Bottom Boiler,Babcock & Wilcox,PC Front-Fired ESP-CS FGC,250000,lbs/hr,125,1800,PSIG,124,1000,deg F,538,,,336,,39.724785,-94.877512,0
Evergy Incorporated,Kansas City Power & Light Company,Kansas City Power & Light Company,Lake Road Generating Station,Saint Joseph,Buchanan,MO,Missouri,U.S.A.,Midwest,North America,Power,4911,1017010,Lake Road 04,1005419,Steam Turbine,90,,1-Aug-66,1966,31-Dec-30,Coal Subbituminous,Coal Bituminous,Coal,11140,Peak Load,Operational,Boiler 06,Wet Bottom Boiler,Babcock & Wilcox,"PC Cyclone-Fired OFA ESP-CS (DSI, BAG 2015)",710000,lbs/hr,355,1800,PSIG,124,1000,deg F,538,,,980,,39.724785,-94.877512,0
Duke Energy Corporation,Duke Energy Carolinas LLC,Duke Energy Carolinas LLC,W S Lee Power Station,Belton,Anderson,SC,South Carolina,U.S.A.,Mid Atlantic,North America,Power,4911,1011902,W S Lee 02,1008397,Steam Turbine,90,,1-Jul-51,1951,31-Dec-14,Coal Bituminous,,Coal,10727,Intermediate Load,Closed,Boiler 02,Dry Bottom Boiler,GE ALSTOM Combustion Engineering Heritage,PC Tangential-Fired BFAB LEA ESP-HS (SOFA Planned),750000,lbs/hr,375,1400,PSIG,97,1000,deg F,538,,,,,34.60333,-82.43639,0
Duke Energy Corporation,Duke Energy Carolinas LLC,Duke Energy Carolinas LLC,W S Lee Power Station,Belton,Anderson,SC,South Carolina,U.S.A.,Mid Atlantic,North America,Power,4911,1011902,W S Lee 01,1008396,Steam Turbine,90,,1-Mar-51,1951,31-Dec-14,Coal Bituminous,,Coal,10727,Intermediate Load,Closed,Boiler 01,Dry Bottom Boiler,GE ALSTOM Combustion Engineering Heritage,PC Tangential-Fired BFAB LEA ESP-HS (SOFA Planned),750000,lbs/hr,375,1400,PSIG,97,1000,deg F,538,,,,,34.60333,-82.43639,0
NRG Energy Incorporated,Huntley Power LLC,NRG Huntley Operations Inc,Charles R Huntley Power Station,Tonawanda,Erie,NY,New York,U.S.A.,Northeast,North America,Power,4931,1016833,Huntley 66,1005617,Steam Turbine,90,,1-Jan-54,1954,1-Dec-07,Coal Bituminous,,Coal,10739,Intermediate Load,Closed,Boiler 66,Wet Bottom Boiler,Babcock & Wilcox,PC Vertical-Fired ESP-CS,656000,lbs/hr,328,1500,PSIG,103,1000,deg F,538,,,907,,42.97042,-78.93228,0
NRG Energy Incorporated,Huntley Power LLC,NRG Huntley Operations Inc,Charles R Huntley Power Station,Tonawanda,Erie,NY,New York,U.S.A.,Northeast,North America,Power,4931,1016833,Huntley 65,1005616,Steam Turbine,90,,1-Nov-53,1953,1-Dec-07,Coal Bituminous,,Coal,10981,Intermediate Load,Closed,Boiler 65,Wet Bottom Boiler,Babcock & Wilcox,PC Vertical-Fired ESP-CS,656000,lbs/hr,328,1500,PSIG,103,1000,deg F,538,,,907,,42.97042,-78.93228,0
NRG Energy Incorporated,Huntley Power LLC,NRG Huntley Operations Inc,Charles R Huntley Power Station,Tonawanda,Erie,NY,New York,U.S.A.,Northeast,North America,Power,4931,1016833,Huntley 64,1005614,Steam Turbine,90,,1-Oct-48,1948,31-Dec-05,Coal Bituminous,,Coal,11785,Peak Load,Closed,Boiler 64,Wet Bottom Boiler,Babcock & Wilcox,Vertical-Fired ESP-CS,900000,lbs/hr,450,1500,PSIG,103,1000,deg F,538,,,1001,,42.97042,-78.93228,0
